,N_TOPICS,ALPHA,ETA,PERPLEXITY,COHERENCE
479,19,0.75,0.2,8390.702845604314,0.8488406156238757
480,19,0.75,0.5,8286.710836260578,0.9175578424805089
481,19,0.75,0.75,7567.558404251866,0.9308905664243197
482,19,0.75,1.0,7260.884570716332,0.9335872625049791
483,19,1.0,0.001,12193.431268778751,0.4973630602422514
484,19,1.0,0.01,9767.745319341155,0.5566121125823549
485,19,1.0,0.1,8876.430632372569,0.7508940949251779
486,19,1.0,0.2,8424.477137493179,0.8638870422777376
487,19,1.0,0.5,7896.848392932706,0.9225477212353755
488,19,1.0,0.75,7531.462697860363,0.9364304373138829
489,19,1.0,1.0,7252.195399321309,0.934646608954982
490,20,0.001,0.001,12250.402343799846,0.5059301198925823
491,20,0.001,0.01,9659.257373415328,0.6076789312437177
492,20,0.001,0.1,8633.957320504032,0.7774225951731206
493,20,0.001,0.2,8505.419045528697,0.8694115689396857
494,20,0.001,0.5,8271.68504351809,0.9158547961711883
495,20,0.001,0.75,8020.965762718431,0.9064648789167405
496,20,0.001,1.0,7274.702300001352,0.9354684579372406
497,20,0.01,0.001,12180.48560099704,0.4824766284716316
498,20,0.01,0.01,9676.1427153904,0.6114940445125102
499,20,0.01,0.1,8834.166528097136,0.7787899440526963
500,20,0.01,0.2,8502.272993154034,0.8653323970735073
501,20,0.01,0.5,8289.290587422458,0.9195041000843048
502,20,0.01,0.75,7986.775105322956,0.8880202996730804
503,20,0.01,1.0,7260.448472363715,0.9192690116912126
504,20,0.1,0.001,12381.690385274984,0.4861406497657299
505,20,0.1,0.01,9631.830601594384,0.6165906155854464
506,20,0.1,0.1,8575.489832531299,0.7766236047446727
507,20,0.1,0.2,8486.94071450141,0.86651845484972
508,20,0.1,0.5,8275.468052999777,0.9153958585858344
509,20,0.1,0.75,8062.455930955537,0.9024880954623224
510,20,0.1,1.0,7254.224834729783,0.9341930070519447
511,20,0.2,0.001,12538.278760622314,0.5065528970211745
512,20,0.2,0.01,9676.525194854043,0.5760286737419664
513,20,0.2,0.1,8492.433161976769,0.7886287030577659
514,20,0.2,0.2,8396.0885956143,0.8592224533855914
515,20,0.2,0.5,8268.855767648834,0.9199149256944658
516,20,0.2,0.75,8002.736716998535,0.8752532356977463
517,20,0.2,1.0,7252.984443188661,0.9367670038342478
518,20,0.5,0.001,12080.994540800191,0.5238190233334898
519,20,0.5,0.01,9867.763636791376,0.5954612632095815
520,20,0.5,0.1,8499.171406067586,0.7353309985995293
521,20,0.5,0.2,8432.22935534782,0.8649695940315724
522,20,0.5,0.5,8256.146897009803,0.9203448724746701
523,20,0.5,0.75,7950.829907991626,0.9208702519536018
524,20,0.5,1.0,7317.248613872551,0.9357835349440575
525,20,0.75,0.001,12320.15240368372,0.5040358712524176
526,20,0.75,0.01,9858.410998522697,0.5645300923613832
527,20,0.75,0.1,8813.265351614844,0.7746957542002201
528,20,0.75,0.2,8356.868100698393,0.8539760126173495
529,20,0.75,0.5,8271.660970512901,0.917775926887989
530,20,0.75,0.75,8031.340461424258,0.8891189619898796
531,20,0.75,1.0,7270.581650057169,0.935171117186546
532,20,1.0,0.001,11772.111074778995,0.5243013329617678
533,20,1.0,0.01,9672.050794821858,0.5726479620486499
534,20,1.0,0.1,8701.146052557413,0.759614893645048
535,20,1.0,0.2,8427.776201170585,0.8435128125548361
536,20,1.0,0.5,8276.854449351958,0.9196208631992342
537,20,1.0,0.75,7989.151120587077,0.9192091715335845
538,20,1.0,1.0,7295.426059509854,0.9368093469738958
539,21,0.001,0.001,12064.226118180655,0.5353182875750853
540,21,0.001,0.01,9745.727992227476,0.6309988800968445
541,21,0.001,0.1,8492.481136663471,0.7926124305952162
542,21,0.001,0.2,8501.148692169536,0.8766703460897719
543,21,0.001,0.5,8237.27812594425,0.9109050560565224
544,21,0.001,0.75,7510.098525881473,0.9268952977089655
545,21,0.001,1.0,7240.266602600755,0.9268220728351955
546,21,0.01,0.001,12067.344776545122,0.538415277713821
547,21,0.01,0.01,9534.59902037171,0.6332605369034267
548,21,0.01,0.1,8733.450869966953,0.7903614279769716
549,21,0.01,0.2,8460.413949068205,0.8694640960012163
550,21,0.01,0.5,8236.36146833149,0.9204150716463727
551,21,0.01,0.75,7563.380520874559,0.9395482148442947
552,21,0.01,1.0,7269.762605776512,0.9144835233688352
553,21,0.1,0.001,12065.944470324614,0.5438572497240134
554,21,0.1,0.01,9729.162157221264,0.6012955618933554
555,21,0.1,0.1,8482.20605379756,0.788352256161826
556,21,0.1,0.2,8242.45731342448,0.8657445654982613
557,21,0.1,0.5,8244.985788752192,0.9203588911465237
558,21,0.1,0.75,7600.107849589281,0.9400393517244432
559,21,0.1,1.0,7256.284536347029,0.9358722950731005
560,21,0.2,0.001,12035.20815135258,0.4923432902344282
561,21,0.2,0.01,9742.035673730883,0.5986675295912262
562,21,0.2,0.1,8742.450490794528,0.791679630251158
563,21,0.2,0.2,8248.801095485489,0.8642376701037089
564,21,0.2,0.5,8233.591153738025,0.9238343264375414
565,21,0.2,0.75,8011.187690840353,0.9074651547840663
566,21,0.2,1.0,7272.308661118231,0.9373032552855356
567,21,0.5,0.001,12234.259358901354,0.4856130508351185
568,21,0.5,0.01,9873.338383934208,0.6123943904326076
569,21,0.5,0.1,8569.585014739889,0.795634136171568
570,21,0.5,0.2,8395.144536977743,0.8621744084925878
571,21,0.5,0.5,8265.738568419589,0.9246611206304458
572,21,0.5,0.75,7563.840732322962,0.9372836584136601
573,21,0.5,1.0,7290.4761650099135,0.940278775351388
574,21,0.75,0.001,12208.108167778757,0.4904300961654545
575,21,0.75,0.01,9857.975663801171,0.5974717381809439
576,21,0.75,0.1,8680.930149714874,0.7851347718920025
577,21,0.75,0.2,8444.342314922873,0.8680380374193193
578,21,0.75,0.5,8294.96770464816,0.9183291679336911
579,21,0.75,0.75,7529.32922789974,0.9367333077249074
580,21,0.75,1.0,7275.956201072685,0.9363714944748652
581,21,1.0,0.001,12162.003834933199,0.4910130348056554
582,21,1.0,0.01,9755.620414251023,0.5984238569580373
583,21,1.0,0.1,8295.606296583697,0.7791075066441583
584,21,1.0,0.2,8375.56873236939,0.8700465872174219
585,21,1.0,0.5,8268.913112788172,0.9210812687873842
586,21,1.0,0.75,7662.595628935062,0.9354286571343738
587,21,1.0,1.0,7272.454090554073,0.9364427396229335
588,22,0.001,0.001,11950.68939826386,0.5495132634754886
589,22,0.001,0.01,9694.624634644779,0.5893092369999398
590,22,0.001,0.1,8330.576949987328,0.8193379452282733
591,22,0.001,0.2,8367.87928818743,0.8714272348718208
592,22,0.001,0.5,8262.213863783218,0.9232270303097639
593,22,0.001,0.75,8018.835882782289,0.9177448584274813
594,22,0.001,1.0,7613.070556658699,0.8757168577475983
595,22,0.01,0.001,12021.299587821833,0.5388844787397168
596,22,0.01,0.01,9578.949102359727,0.6430212776769291
597,22,0.01,0.1,8573.980035784309,0.8137472813779657
598,22,0.01,0.2,8304.292903362555,0.8682587983933363
599,22,0.01,0.5,8273.598226267839,0.9113367603583769
600,22,0.01,0.75,8003.6228123952005,0.8845884789120066
601,22,0.01,1.0,7579.29776930437,0.8784537892449987
602,22,0.1,0.001,12114.923277058988,0.5317144155332988
603,22,0.1,0.01,9668.296669949215,0.6131090796806596
604,22,0.1,0.1,8607.837224419905,0.8032731966538862
605,22,0.1,0.2,8466.718295118666,0.8753319653597743
606,22,0.1,0.5,8307.35506372178,0.9267436886375602
607,22,0.1,0.75,8070.270871595751,0.9150193176486277
608,22,0.1,1.0,7567.652397375353,0.9144125616008583
609,22,0.2,0.001,12105.900765659771,0.5211819458922201
610,22,0.2,0.01,9692.9929804739,0.6351446230303158
611,22,0.2,0.1,8499.954617816607,0.7980142826383766
612,22,0.2,0.2,8406.86880527953,0.8800218159502204
613,22,0.2,0.5,8365.488443371252,0.9227434624325148
614,22,0.2,0.75,8017.605444420231,0.9071939229965209
615,22,0.2,1.0,7290.838863399715,0.9372959703207017
616,22,0.5,0.001,11920.402335634704,0.5456218136982485
617,22,0.5,0.01,9608.573224642148,0.626444332843477
618,22,0.5,0.1,8643.579977691421,0.8056732332164592
619,22,0.5,0.2,8372.028677947614,0.8657051309943202
620,22,0.5,0.5,8294.906521005583,0.9254850260236048
621,22,0.5,0.75,7976.0066757242885,0.9029379199851644
622,22,0.5,1.0,7283.855864145943,0.9388715372844177
623,22,0.75,0.001,12074.82703871713,0.5119602352169089
624,22,0.75,0.01,9867.811575864816,0.6317657109688629
625,22,0.75,0.1,8784.226647339585,0.8042775500904432
626,22,0.75,0.2,8574.763607812247,0.8815487945621663
627,22,0.75,0.5,8265.653374307953,0.9267102767120711
628,22,0.75,0.75,7982.421288337699,0.9013563692569734
629,22,0.75,1.0,7283.426328442008,0.9402025033127178
630,22,1.0,0.001,12114.188324330285,0.5240004329857503
631,22,1.0,0.01,9716.48558370662,0.5963879788971761
632,22,1.0,0.1,8664.202842821347,0.801411745358597
633,22,1.0,0.2,8440.88940224473,0.8767065216194498
634,22,1.0,0.5,8275.569606988667,0.9291851674968545
635,22,1.0,0.75,7995.814396508267,0.901240495389158
636,22,1.0,1.0,7275.31771660428,0.9405868215994402
637,23,0.001,0.001,11788.921267299078,0.5547990590657877
638,23,0.001,0.01,9515.15647396095,0.6660469156244527
639,23,0.001,0.1,8623.352744610349,0.7994334525388223
640,23,0.001,0.2,8429.58426184462,0.8819995588582499
641,23,0.001,0.5,8315.061243579246,0.9296909143095433
642,23,0.001,0.75,8000.152996099662,0.8950265905131465
643,23,0.001,1.0,7622.816841591376,0.8717379627020464
644,23,0.01,0.001,11621.720974313008,0.5659191854622054
645,23,0.01,0.01,9621.267096952735,0.6116524764377139
646,23,0.01,0.1,8746.124253025408,0.8133806303791379
647,23,0.01,0.2,8525.588581535932,0.8835559191911118
648,23,0.01,0.5,8615.147922617169,0.9201639115810394
649,23,0.01,0.75,8046.938902118036,0.8826299348603126
650,23,0.01,1.0,7611.883198327997,0.8397688191869984
651,23,0.1,0.001,11901.660031067631,0.5223544877002257
652,23,0.1,0.01,9640.491352762456,0.6475448748987654
653,23,0.1,0.1,8556.48890747012,0.7977867357108905
654,23,0.1,0.2,8364.599754986004,0.8700385031492814
655,23,0.1,0.5,8326.393307889188,0.928773676312488
656,23,0.1,0.75,7956.144562518196,0.8628119686375493
657,23,0.1,1.0,7288.3500212176705,0.9421320889307105
658,23,0.2,0.001,11890.058946239942,0.5943133753359966
659,23,0.2,0.01,9694.746833731937,0.6295429334044457
660,23,0.2,0.1,8625.475138871416,0.8181417368028476
661,23,0.2,0.2,8367.632452441369,0.8857077719076819
662,23,0.2,0.5,8394.014606351795,0.9125716305297352
663,23,0.2,0.75,7575.06412093592,0.9457195652567821
664,23,0.2,1.0,7291.413689382576,0.941878420373668
665,23,0.5,0.001,12227.718022053567,0.5295466068767659
666,23,0.5,0.01,9580.90514119427,0.5933494790781126
667,23,0.5,0.1,8485.556132179145,0.7931544927151306
668,23,0.5,0.2,8561.846892690672,0.881061509899471
669,23,0.5,0.5,8326.91124049504,0.922656725541405
670,23,0.5,0.75,7593.848312980922,0.9428650718668231
671,23,0.5,1.0,7326.434009647118,0.9403597095738286
672,23,0.75,0.001,12347.058359593231,0.5110762509962786
673,23,0.75,0.01,9914.515890643377,0.6399240793741268
674,23,0.75,0.1,8321.531475329442,0.8083962494912353
675,23,0.75,0.2,8439.569660128402,0.88288065765215
676,23,0.75,0.5,7921.147695659653,0.9330505373685256
677,23,0.75,0.75,7608.717750527586,0.9414533379285233
678,23,0.75,1.0,7297.514160125496,0.9420339853867242
679,23,1.0,0.001,12142.155206632382,0.5323701658083693
680,23,1.0,0.01,9988.492994147151,0.6418542527634165
681,23,1.0,0.1,8687.591992823565,0.7951226593359656
682,23,1.0,0.2,8379.163598272076,0.8688468914964925
683,23,1.0,0.5,7962.189700247366,0.933699503670568
684,23,1.0,0.75,7601.773908599053,0.9427436730136043
685,23,1.0,1.0,7334.024041928076,0.9420332133769986
686,24,0.001,0.001,12006.260721384053,0.5549766728887334
687,24,0.001,0.01,9522.678410291346,0.6581087311729789
688,24,0.001,0.1,8565.629321393535,0.8187187071889639
689,24,0.001,0.2,8539.210842937733,0.8886482896904151
690,24,0.001,0.5,8302.57937673508,0.9193743298451104
691,24,0.001,0.75,8052.62661275719,0.8881985284388066
692,24,0.001,1.0,7639.081014495843,0.8667936670283477
693,24,0.01,0.001,11990.993674401481,0.5230657957804701
694,24,0.01,0.01,9690.075277197484,0.6668081777791182
695,24,0.01,0.1,8799.876596696164,0.8076732779542605
696,24,0.01,0.2,8434.212871768937,0.8903137835363549
697,24,0.01,0.5,8339.011991746873,0.925308779378732
698,24,0.01,0.75,8049.6766545383,0.8784847949941953
699,24,0.01,1.0,7229.478458306062,0.8755625997980435
700,24,0.1,0.001,11896.93123405786,0.5284486711141654
701,24,0.1,0.01,9651.01453057632,0.6638209438572328
702,24,0.1,0.1,8291.434042358776,0.8105855071296294
703,24,0.1,0.2,8543.884344777356,0.8816288004318872
704,24,0.1,0.5,8342.094629362684,0.9308961895604931
705,24,0.1,0.75,8062.569203224968,0.8724714239438375
706,24,0.1,1.0,7321.725391157527,0.9410184269150097
707,24,0.2,0.001,12081.004864011213,0.5119186613359489
708,24,0.2,0.01,9578.393281047818,0.6366116892546415
709,24,0.2,0.1,8425.357004360636,0.8119821735968192
710,24,0.2,0.2,8403.180348222302,0.8781995072960852
711,24,0.2,0.5,8329.896951719791,0.9295375744501748
712,24,0.2,0.75,8097.765987850266,0.897234542667866
713,24,0.2,1.0,7650.34571793993,0.8939735134442647
714,24,0.5,0.001,12146.646685143,0.5013757352368581
715,24,0.5,0.01,9787.403483218408,0.6580131377403934
716,24,0.5,0.1,8524.307140234612,0.8217068744202455
717,24,0.5,0.2,8420.376836015133,0.8717697607974211
718,24,0.5,0.5,8342.781685350921,0.9327191971242429
719,24,0.5,0.75,8108.7017325100605,0.9008955483635265
720,24,0.5,1.0,7296.879932187221,0.9419656748572987
721,24,0.75,0.001,12152.151950413749,0.4994524142588488
722,24,0.75,0.01,9542.063874909214,0.6440183755010366
723,24,0.75,0.1,8634.57794859725,0.8117187201976774
724,24,0.75,0.2,8416.536033644958,0.8781567243238287
725,24,0.75,0.5,8437.046941415016,0.9224768045047919
726,24,0.75,0.75,7606.559616303698,0.943171639492114
727,24,0.75,1.0,7323.458821218951,0.942862928410371
728,24,1.0,0.001,11959.139615409524,0.5652906569031377
729,24,1.0,0.01,9596.619948410094,0.6107007744411627
730,24,1.0,0.1,8337.172129071076,0.7927353889991838
731,24,1.0,0.2,8405.520389815485,0.8849389865994454
732,24,1.0,0.5,8330.052660712317,0.9267608764270941
733,24,1.0,0.75,7582.6728153539625,0.9445404060184955
734,24,1.0,1.0,7340.45313924145,0.944696254779895
735,25,0.001,0.001,11862.122670150498,0.5734730211622082
736,25,0.001,0.01,9607.335464912707,0.6600244953036308
737,25,0.001,0.1,8355.654605890313,0.8065266079902648
738,25,0.001,0.2,8380.808925994428,0.8884982600212097
739,25,0.001,0.5,8319.782283209675,0.9317224032878876
740,25,0.001,0.75,8017.548472061374,0.8829064259529114
741,25,0.001,1.0,7289.879333147047,0.91828964138031
742,25,0.01,0.001,12116.933758831126,0.5157805779874325
743,25,0.01,0.01,9883.541732796866,0.6358216654658316
744,25,0.01,0.1,8677.684530658506,0.8171732211112974
745,25,0.01,0.2,8383.20774059188,0.8897375507354736
746,25,0.01,0.5,8341.992066777042,0.932452202796936
747,25,0.01,0.75,7922.117561906608,0.8695975244045261
748,25,0.01,1.0,7319.953575478381,0.9356388173103332
749,25,0.1,0.001,11977.444285367044,0.582763098537922
750,25,0.1,0.01,9638.741344108103,0.6272024779319763
751,25,0.1,0.1,8555.286213824758,0.805273139476776
752,25,0.1,0.2,8427.307023930129,0.8897046833038328
753,25,0.1,0.5,8336.584380609529,0.9323575286865234
754,25,0.1,0.75,7636.111836345322,0.9465742831230162
755,25,0.1,1.0,7618.448546381817,0.8293503515720366
756,25,0.2,0.001,12047.22171039039,0.5381005212366581
757,25,0.2,0.01,9701.074835183428,0.6657871675491331
758,25,0.2,0.1,8406.881461899173,0.8043872925043108
759,25,0.2,0.2,8455.159257413628,0.8879361255168915
760,25,0.2,0.5,8424.581823141354,0.9260654392242432
761,25,0.2,0.75,7955.339762908752,0.89914267373085
762,25,0.2,1.0,7662.289501099375,0.8455497581958773
763,25,0.5,0.001,12099.848523374449,0.5490874536037444
764,25,0.5,0.01,9764.859179585634,0.6480545974075794
765,25,0.5,0.1,8331.186242838952,0.8094035334587099
766,25,0.5,0.2,8445.476259081022,0.8865155906677247
767,25,0.5,0.5,8299.565388454941,0.9322598521709439
768,25,0.5,0.75,7616.525271741248,0.9500801610946654
769,25,0.5,1.0,7339.8745782951055,0.9445536766052247
770,25,0.75,0.001,12201.11940837893,0.5368329125056043
771,25,0.75,0.01,9949.473917767888,0.6304081036448479
772,25,0.75,0.1,8323.946419424794,0.8232634530067444
773,25,0.75,0.2,8459.843068372582,0.8793506228923798
774,25,0.75,0.5,8346.779597076338,0.933856348514557
775,25,0.75,0.75,7630.556776139647,0.945574854373932
776,25,0.75,1.0,7356.873183183109,0.9463454086780548
777,25,1.0,0.001,11926.11971929051,0.5220174427777529
778,25,1.0,0.01,9960.623532890162,0.6502047946453093
779,25,1.0,0.1,8412.480841586783,0.8175784986019135
780,25,1.0,0.2,8318.804532085467,0.8728193614482879
781,25,1.0,0.5,8345.327958483987,0.9324446382522583
782,25,1.0,0.75,7725.14460603901,0.947854107618332
783,25,1.0,1.0,7386.4799666748795,0.9459349863529205
784,26,0.001,0.001,11941.614711833005,0.5777810380579188
785,26,0.001,0.01,9393.439333532959,0.6537862147562781
786,26,0.001,0.1,8580.443130425701,0.8335939756952798
787,26,0.001,0.2,8497.154946035178,0.8993671786326629
788,26,0.001,0.5,8304.30289612112,0.9029553294181825
789,26,0.001,0.75,7570.33005507858,0.9113960165243883
790,26,0.001,1.0,7332.600982124786,0.9377219165746984
791,26,0.01,0.001,12181.331123491895,0.5238882308037808
792,26,0.01,0.01,9693.020662649107,0.644212030332822
793,26,0.01,0.1,8610.947051498713,0.8353704651960959
794,26,0.01,0.2,8515.013375052586,0.8867830111430239
795,26,0.01,0.5,8674.276727631526,0.8977212156240759
796,26,0.01,0.75,7887.555895873535,0.8540786990752587
797,26,0.01,1.0,7366.311918537041,0.9371745804181463
798,26,0.1,0.001,12141.407156618721,0.5250875949644699
799,26,0.1,0.01,9914.096080283949,0.6457417771220209
800,26,0.1,0.1,8649.762155063674,0.835050735794581
801,26,0.1,0.2,8359.831379150013,0.8854962663008615
802,26,0.1,0.5,8335.825274700293,0.9328230926623712
803,26,0.1,0.75,7984.251930937063,0.9073129378832303
804,26,0.1,1.0,7357.630553461968,0.941866780932133
805,26,0.2,0.001,12138.070970110974,0.5544070012007768
806,26,0.2,0.01,9659.342233167848,0.6508480387238355
807,26,0.2,0.1,8392.35343837517,0.8378427983476565
808,26,0.2,0.2,8361.328254469436,0.8869389061744395
809,26,0.2,0.5,8349.002568568727,0.9318766376146905
810,26,0.2,0.75,8013.121800444998,0.8864565409146822
811,26,0.2,1.0,7333.544210541504,0.9484672592236445
812,26,0.5,0.001,12312.378151334535,0.5245223550985639
813,26,0.5,0.01,9880.175074588638,0.6597635094936076
814,26,0.5,0.1,9077.132438239561,0.8234892229621228
815,26,0.5,0.2,8535.132221113832,0.8833828194783285
816,26,0.5,0.5,8303.792110621864,0.9336134523153307
817,26,0.5,0.75,7646.821975724412,0.9480744520058997
818,26,0.5,1.0,7324.23067094258,0.9464865904587966
819,26,0.75,0.001,11926.24436755321,0.532227247967743
820,26,0.75,0.01,9688.850611767552,0.6211785111289758
821,26,0.75,0.1,8623.787439309774,0.8255186441999217
822,26,0.75,0.2,8460.781448357122,0.889043430869396
823,26,0.75,0.5,8346.388683260546,0.9331129376704873
824,26,0.75,0.75,7650.1184299530305,0.9452654139353679
825,26,0.75,1.0,7341.652093660192,0.9487024738238408
826,26,1.0,0.001,12203.209500221577,0.5341118817822113
827,26,1.0,0.01,9873.946296379161,0.6374909108074813
828,26,1.0,0.1,8383.9934243676,0.8272053172955146
829,26,1.0,0.2,8538.684327248196,0.8944007717646086
830,26,1.0,0.5,8342.72519064564,0.9363741585841546
831,26,1.0,0.75,8023.251003804182,0.9127935042748085
832,26,1.0,1.0,7380.178692644311,0.9466875759454876
833,27,0.001,0.001,11946.096434683712,0.5851461990770918
834,27,0.001,0.01,9655.70751125698,0.657935581990966
835,27,0.001,0.1,8707.793762473739,0.8322381415852794
836,27,0.001,0.2,8561.945368500537,0.8962444219324324
837,27,0.001,0.5,8317.401467895745,0.90429933336046
838,27,0.001,0.75,7984.394616822725,0.8772390612849483
839,27,0.001,1.0,7526.817992739421,0.8083999669110331
840,27,0.01,0.001,12041.375711171046,0.5294177893100789
841,27,0.01,0.01,9491.370835595706,0.6767303209061977
842,27,0.01,0.1,8609.008765365676,0.8346420261594981
843,27,0.01,0.2,8482.07852992995,0.8971769509492097
844,27,0.01,0.5,8331.662160114434,0.9234811058750857
845,27,0.01,0.75,7657.077964378154,0.9487530233683408
846,27,0.01,1.0,7737.589627174911,0.8578279219291824
847,27,0.1,0.001,11940.11558967907,0.5426908248552569
848,27,0.1,0.01,9750.98607007503,0.6387155065381969
849,27,0.1,0.1,9236.962530929812,0.8292651957935758
850,27,0.1,0.2,8502.000317102995,0.8885268685994325
851,27,0.1,0.5,8371.780368291133,0.9332993324156162
852,27,0.1,0.75,7658.805062774103,0.9524388507560447
853,27,0.1,1.0,7347.4445345673685,0.9457949296191887
854,27,0.2,0.001,11818.55757577177,0.5612015934730016
855,27,0.2,0.01,9718.579102858766,0.6767852762231121
856,27,0.2,0.1,8666.6234558271,0.8294671497963092
857,27,0.2,0.2,8469.426107121273,0.8996526270001026
858,27,0.2,0.5,8372.983800134518,0.9362303652145244
859,27,0.2,0.75,8050.72219320466,0.8740220414267645
860,27,0.2,1.0,7372.647747438091,0.9466980382248205
861,27,0.5,0.001,12149.306594857191,0.5396903808642594
862,27,0.5,0.01,9747.913337479607,0.6400954167600031
863,27,0.5,0.1,8325.036469538438,0.819312933308107
864,27,0.5,0.2,8530.80139125407,0.8948108646604751
865,27,0.5,0.5,8356.897900964514,0.9231352472746813
866,27,0.5,0.75,7977.609385663163,0.8968253707444227
867,27,0.5,1.0,7416.145295852226,0.9460222374509883
868,27,0.75,0.001,11975.074231696415,0.5690864855078637
869,27,0.75,0.01,9656.502626202495,0.6427025183207458
870,27,0.75,0.1,9136.058060702973,0.8307435050054833
871,27,0.75,0.2,8617.547232599616,0.8972342272599538
872,27,0.75,0.5,8284.843536515387,0.9200466025758671
873,27,0.75,0.75,8007.366733261334,0.8886535730626847
874,27,0.75,1.0,7345.715608045933,0.9460029050155924
875,27,1.0,0.001,12286.548973484474,0.5571411388236339
876,27,1.0,0.01,9892.554386184403,0.6520674001287531
877,27,1.0,0.1,8450.944021721833,0.8256097114748426
878,27,1.0,0.2,8399.514523471127,0.8964893491179856
879,27,1.0,0.5,8308.587538200754,0.9347222242090438
880,27,1.0,0.75,7609.3353780690395,0.9486063378828542
881,27,1.0,1.0,7368.055477670172,0.9428972941857794
882,28,0.001,0.001,11934.445194664342,0.5579520589139845
883,28,0.001,0.01,9508.740752660777,0.6908398465386458
884,28,0.001,0.1,8382.224685390478,0.8501732896481241
885,28,0.001,0.2,8442.704075946094,0.9010155398930825
886,28,0.001,0.5,8412.635958521752,0.9178854565535274
887,28,0.001,0.75,7661.031001157991,0.9429175387535774
888,28,0.001,1.0,7310.899015237184,0.9064182843480791
889,28,0.01,0.001,11961.824410999581,0.5597502839984372
890,28,0.01,0.01,9654.302137944413,0.6677690721516099
891,28,0.01,0.1,8443.703335890146,0.8275666841438838
892,28,0.01,0.2,8622.577780467082,0.9023863172956876
893,28,0.01,0.5,8339.502090893722,0.9210477669324193
894,28,0.01,0.75,7669.058144094314,0.9521005909357753
895,28,0.01,1.0,7613.782389260919,0.8408363314611574
896,28,0.1,0.001,11975.315041388583,0.5459473108207541
897,28,0.1,0.01,9577.492091673543,0.6395335169775145
898,28,0.1,0.1,8651.249542660038,0.8518335141241551
899,28,0.1,0.2,8517.340169190065,0.8981509491801262
900,28,0.1,0.5,8411.555763234132,0.9360814056226185
901,28,0.1,0.75,7652.610980935803,0.9528057072843825
902,28,0.1,1.0,7377.844958333232,0.9468946256807874
903,28,0.2,0.001,12210.572346425815,0.5190078507443624
904,28,0.2,0.01,9740.331433813391,0.6648764927472388
905,28,0.2,0.1,8858.479391139594,0.8350356930068561
906,28,0.2,0.2,8467.120555493897,0.8956784723060472
907,28,0.2,0.5,8329.201284572491,0.9341693250196321
908,28,0.2,0.75,7657.574536489724,0.9485786097390313
909,28,0.2,1.0,7363.402192332435,0.9438027290361269
910,28,0.5,0.001,12052.812815627722,0.558133944815823
911,28,0.5,0.01,9625.27910305391,0.6752540190305029
912,28,0.5,0.1,8637.966797924426,0.8275792915906226
913,28,0.5,0.2,8420.207222537194,0.9016390883496832
914,28,0.5,0.5,7942.173290727219,0.9452673399022649
915,28,0.5,0.75,7702.512910502054,0.9516664247427669
916,28,0.5,1.0,7374.249902783012,0.9465338706970216
917,28,0.75,0.001,11887.662057263064,0.6081163974744933
918,28,0.75,0.01,9657.834697086993,0.6757417527692658
919,28,0.75,0.1,8870.094817493004,0.829633985885552
920,28,0.75,0.2,8548.15700512991,0.8965999149850437
921,28,0.75,0.5,8394.401139996151,0.9320982475365912
922,28,0.75,0.75,7706.354984330413,0.9511541875345365
923,28,0.75,1.0,7392.525174009139,0.9483405734811513
924,28,1.0,0.001,11836.849813788998,0.5785674845533713
925,28,1.0,0.01,9430.544884275021,0.6826617337763308
926,28,1.0,0.1,8423.299408734423,0.8320879514728273
927,28,1.0,0.2,8424.946694142085,0.8986051966037067
928,28,1.0,0.5,8001.653475759338,0.9443419769406319
929,28,1.0,0.75,7647.234990068919,0.9500491870301112
930,28,1.0,1.0,7416.337618952543,0.9491393116968017
931,29,0.001,0.001,11936.046428732352,0.5692410283818328
932,29,0.001,0.01,9645.556697173695,0.6808218789511714
933,29,0.001,0.1,8631.919402852212,0.8463811753125026
934,29,0.001,0.2,8278.36674575192,0.9002495313512867
935,29,0.001,0.5,8357.509867746356,0.9224688965698766
936,29,0.001,0.75,8002.027934682874,0.8924229944574421
937,29,0.001,1.0,7585.204390873336,0.8715799802336202
938,29,0.01,0.001,11998.948974543146,0.5775151078557147
939,29,0.01,0.01,9721.713794661537,0.6654082287488311
940,29,0.01,0.1,8538.686947714885,0.8392425294580131
941,29,0.01,0.2,8488.817245491198,0.8947183923474675
942,29,0.01,0.5,8347.595207369182,0.9419692795852135
943,29,0.01,0.75,8002.137812782299,0.882698764472172
944,29,0.01,1.0,7620.021678391824,0.8577738687909885
945,29,0.1,0.001,11877.12623497127,0.5870189724811193
946,29,0.1,0.01,9506.74835252512,0.65370856821537
947,29,0.1,0.1,8426.101952633782,0.8444882944740096
948,29,0.1,0.2,8510.854953893127,0.902710171403556
949,29,0.1,0.5,8405.692351252721,0.9376237304046239
950,29,0.1,0.75,8032.950252581254,0.8977853370123898
951,29,0.1,1.0,7326.642560663738,0.9091772609743579
952,29,0.2,0.001,11828.794250015078,0.5846003935640228
953,29,0.2,0.01,9430.893792986022,0.6772660572981011
954,29,0.2,0.1,8489.956292640327,0.8325689979668321
955,29,0.2,0.2,8556.873815772413,0.9024641556986446
956,29,0.2,0.5,8445.76834114929,0.9361874545442647
957,29,0.2,0.75,8087.526986200193,0.9065515466805165
958,29,0.2,1.0,7395.0636059047565,0.9474778586420523
959,29,0.5,0.001,12057.290057510336,0.5873994154149088
960,29,0.5,0.01,9738.386956122753,0.6537822808171141
