,N_TOPICS,ALPHA,ETA,PERPLEXITY,COHERENCE
194,13,1.0,0.75,7412.854903808674,0.9128744698487794
195,13,1.0,1.0,7657.123352614004,0.8728338388296274
196,14,0.001,0.001,12335.201935097084,0.4729494550398418
197,14,0.001,0.01,9805.57584587502,0.5701443159686669
198,14,0.001,0.1,8783.52654292111,0.6838366889527867
199,14,0.001,0.2,8508.609511053317,0.7924341501934189
200,14,0.001,0.5,8122.885965976889,0.8926313694034302
201,14,0.001,0.75,7466.9051589002065,0.9146886318922043
202,14,0.001,1.0,7179.326949275529,0.9103993411575045
203,14,0.01,0.001,12154.288898083947,0.4934025784688337
204,14,0.01,0.01,9766.264998678409,0.5443661065772176
205,14,0.01,0.1,8865.262366348472,0.7083494514226912
206,14,0.01,0.2,8473.74932155956,0.7991365669029101
207,14,0.01,0.5,8115.635368365038,0.8880461245775221
208,14,0.01,0.75,7940.628576366873,0.8913178797279084
209,14,0.01,1.0,7157.796098704006,0.9136844294411793
210,14,0.1,0.001,12530.13272996812,0.4626881681914841
211,14,0.1,0.01,9901.418190573473,0.526475693784388
212,14,0.1,0.1,8875.019763480004,0.749709416287286
213,14,0.1,0.2,8480.375723050673,0.8305198880178588
214,14,0.1,0.5,8170.71376483242,0.8917748383113316
215,14,0.1,0.75,7957.78241447377,0.8980138697794505
216,14,0.1,1.0,7602.527026077207,0.8608841449022294
217,14,0.2,0.001,12160.058950951005,0.4730197610599655
218,14,0.2,0.01,9701.44744752456,0.5861800275210822
219,14,0.2,0.1,8857.185941873606,0.7352963583277805
220,14,0.2,0.2,8416.875447872048,0.8023643348898207
221,14,0.2,0.5,8113.5632065768705,0.8839580693415232
222,14,0.2,0.75,7937.209347484592,0.8823529958724975
223,14,0.2,1.0,7158.2828513873765,0.9086476900747844
224,14,0.5,0.001,12406.657754117661,0.44718525859394237
225,14,0.5,0.01,9782.981001343507,0.5250706197427852
226,14,0.5,0.1,8886.30465884603,0.6990701170904295
227,14,0.5,0.2,8594.621986340337,0.8145178335053579
228,14,0.5,0.5,8225.78651828961,0.8870543556553976
229,14,0.5,0.75,7429.963324240225,0.9196485561983925
230,14,0.5,1.0,7183.010422332627,0.9196040506873813
231,14,0.75,0.001,12362.77074003791,0.4630204989973988
232,14,0.75,0.01,9940.805529633755,0.5254458376871688
233,14,0.75,0.1,9078.221244926553,0.7273762715714319
234,14,0.75,0.2,8436.903061914403,0.8139332409415926
235,14,0.75,0.5,8544.749112617079,0.8890957742929458
236,14,0.75,0.75,7429.261330639342,0.912366314445223
237,14,0.75,1.0,7145.632082083499,0.9257132279021401
238,14,1.0,0.001,12548.923023684678,0.44432593520198554
239,14,1.0,0.01,9893.940071844485,0.5160807937649744
240,14,1.0,0.1,8919.907554377378,0.7528559908270834
241,14,1.0,0.2,8560.093074040062,0.8051681697368622
242,14,1.0,0.5,8170.502172658881,0.891312004838671
243,14,1.0,0.75,7950.226960957922,0.9064569881984167
244,14,1.0,1.0,7162.392742333815,0.9146828464099338
245,15,0.001,0.001,12334.359269222281,0.4812840865552426
246,15,0.001,0.01,9660.891884935516,0.5453291839857896
247,15,0.001,0.1,9237.608949933609,0.7439419255654017
248,15,0.001,0.2,8381.714068654775,0.8147727304697037
249,15,0.001,0.5,8221.122287787875,0.8985936983426412
250,15,0.001,0.75,7458.543046121145,0.9212057514985403
251,15,0.001,1.0,7172.8761109510415,0.9202961003780366
252,15,0.01,0.001,12276.355873858463,0.48246355431775256
253,15,0.01,0.01,9585.197715438992,0.566243411426743
254,15,0.01,0.1,9077.19479640946,0.716683448354403
255,15,0.01,0.2,8456.849193715068,0.8105525219440459
256,15,0.01,0.5,8192.04820823178,0.9015308304627736
257,15,0.01,0.75,7930.848298971807,0.8887242174148561
258,15,0.01,1.0,7184.637457546771,0.9202415088812509
259,15,0.1,0.001,12140.041860974155,0.4702205779155096
260,15,0.1,0.01,9653.623177911724,0.5597844881067674
261,15,0.1,0.1,9071.873457976126,0.7103111984332401
262,15,0.1,0.2,8394.35048869066,0.8201099697748818
263,15,0.1,0.5,8270.508158397039,0.8944490369160969
264,15,0.1,0.75,7457.3460682775785,0.9205338581403097
265,15,0.1,1.0,7175.08294651198,0.9163146587212881
266,15,0.2,0.001,12246.384241883516,0.47271202941735585
267,15,0.2,0.01,9499.008656921098,0.5616834204768142
268,15,0.2,0.1,8823.842552853112,0.7290950214862822
269,15,0.2,0.2,8430.383521502907,0.8196472267309823
270,15,0.2,0.5,8244.10359183408,0.8984210276603697
271,15,0.2,0.75,7463.872081247098,0.9220296545823417
272,15,0.2,1.0,7160.7685412643295,0.9188433714707693
273,15,0.5,0.001,12121.733125720479,0.49672932167847955
274,15,0.5,0.01,9805.061700814404,0.5123446163348855
275,15,0.5,0.1,8849.478975651615,0.6966418977578481
276,15,0.5,0.2,8475.481983143693,0.8208532063166302
277,15,0.5,0.5,8146.431728189463,0.8941891888777417
278,15,0.5,0.75,7461.714206090036,0.9210659658908845
279,15,0.5,1.0,7543.145060046619,0.890387043952942
280,15,0.75,0.001,12488.823522980745,0.4849528905997674
281,15,0.75,0.01,9864.607259443732,0.5315419400731722
282,15,0.75,0.1,8719.748365449548,0.7529296634594599
283,15,0.75,0.2,8451.762750333877,0.8291281636555989
284,15,0.75,0.5,8195.433479206373,0.8997290813922879
285,15,0.75,0.75,7961.632292968172,0.8705607795715332
286,15,0.75,1.0,7174.721928801319,0.9199504637718202
287,15,1.0,0.001,12170.996521144529,0.47886052715281646
288,15,1.0,0.01,9807.286243734658,0.5376784901072581
289,15,1.0,0.1,8771.217956747223,0.730746659040451
290,15,1.0,0.2,8312.074124395274,0.8240405486027399
291,15,1.0,0.5,8149.990254457778,0.8991434899965921
292,15,1.0,0.75,7455.551114460599,0.9214718858400981
293,15,1.0,1.0,7177.6923503276785,0.9217047969500223
294,16,0.001,0.001,12213.539754460659,0.49375379730481644
295,16,0.001,0.01,9624.450142608748,0.6079311080276966
296,16,0.001,0.1,8759.813633881113,0.7382926508784293
297,16,0.001,0.2,8383.358047725515,0.8407575346529484
298,16,0.001,0.5,7880.230629830428,0.91482044570148
299,16,0.001,0.75,7948.694780755185,0.8999360032379626
300,16,0.001,1.0,7201.47675402108,0.9214310109615326
301,16,0.01,0.001,12145.70654908258,0.4715234970833989
302,16,0.01,0.01,9892.416121334752,0.5422384869423696
303,16,0.01,0.1,8920.431153475789,0.7639717111364006
304,16,0.01,0.2,8583.749194307404,0.8425944821909069
305,16,0.01,0.5,8196.862801743353,0.9074387811124325
306,16,0.01,0.75,7954.54408685315,0.9063859939575197
307,16,0.01,1.0,7206.2325604265,0.9258748944848777
308,16,0.1,0.001,12080.536854057475,0.5151713214116171
309,16,0.1,0.01,9676.142801758597,0.5416267768829129
310,16,0.1,0.1,8880.15044272034,0.7506786420941354
311,16,0.1,0.2,8540.340020426636,0.8271922048181295
312,16,0.1,0.5,8407.45854673806,0.8949589822441341
313,16,0.1,0.75,7948.253402266322,0.9052495881915092
314,16,0.1,1.0,7198.0655802257525,0.9264442551881074
315,16,0.2,0.001,12156.018011869515,0.48199764778837567
316,16,0.2,0.01,9762.005067608286,0.5479761397931726
317,16,0.2,0.1,8907.05505252646,0.740436884202063
318,16,0.2,0.2,8468.235509587877,0.8342827670276164
319,16,0.2,0.5,8165.875931117125,0.9052207771688701
320,16,0.2,0.75,8003.082525816098,0.8886529218405486
321,16,0.2,1.0,7204.6607710407425,0.9247588828206063
322,16,0.5,0.001,12151.427016565607,0.47584151593036944
323,16,0.5,0.01,9727.993503768883,0.5989969183923677
324,16,0.5,0.1,8619.136446293534,0.6942480262368919
325,16,0.5,0.2,8379.103070820494,0.8240454968065023
326,16,0.5,0.5,8200.970945334468,0.9027999017387628
327,16,0.5,0.75,8040.24675626879,0.8734290950000286
328,16,0.5,1.0,7215.173075841629,0.9244986400008202
329,16,0.75,0.001,12200.70505790361,0.48134172689169646
330,16,0.75,0.01,9630.601141558189,0.5370196508440132
331,16,0.75,0.1,8930.709588921918,0.7482157161459327
332,16,0.75,0.2,8376.04957600545,0.8324774337932466
333,16,0.75,0.5,8146.552104689199,0.911366770043969
334,16,0.75,0.75,7510.718055169651,0.926183332502842
335,16,0.75,1.0,7664.226128104782,0.8375858217477797
336,16,1.0,0.001,12187.0522194977,0.4842058262322098
337,16,1.0,0.01,9997.833766223237,0.6120057165622711
338,16,1.0,0.1,8859.772463657837,0.7195734497159719
339,16,1.0,0.2,8520.054108969409,0.8347465630620717
340,16,1.0,0.5,8290.13561078549,0.8969953794032335
341,16,1.0,0.75,7501.807588297202,0.9266024190932513
342,16,1.0,1.0,7166.696791263133,0.9254376795142889
343,17,0.001,0.001,12385.716054715933,0.4860510987777482
344,17,0.001,0.01,9687.519676555632,0.5891101906623911
345,17,0.001,0.1,8707.330649279735,0.7315200370900773
346,17,0.001,0.2,8308.882823212662,0.843056821121889
347,17,0.001,0.5,8337.181290305249,0.9008404538911932
348,17,0.001,0.75,7892.215519060789,0.885200191595975
349,17,0.001,1.0,7644.867221319766,0.8667687447632061
350,17,0.01,0.001,12126.800468680298,0.476581772044301
351,17,0.01,0.01,9581.042148719991,0.5788888761883273
352,17,0.01,0.1,8770.779810802318,0.7448575596599019
353,17,0.01,0.2,8372.060797341028,0.8335724478258806
354,17,0.01,0.5,8297.337134200474,0.9007466579184812
355,17,0.01,0.75,7897.75561439199,0.8812495263183817
356,17,0.01,1.0,7655.692782861555,0.8613473012166867
357,17,0.1,0.001,12172.330083699122,0.4805328491910853
358,17,0.1,0.01,9767.825754390353,0.5666705983197864
359,17,0.1,0.1,8622.810386592142,0.7591409860288397
360,17,0.1,0.2,8445.896072966958,0.8496692920432373
361,17,0.1,0.5,8197.556377042156,0.9056842242970186
362,17,0.1,0.75,8059.05939974939,0.8786860809606664
363,17,0.1,1.0,7214.7038601215545,0.9285821486921871
364,17,0.2,0.001,12118.773023377214,0.481279781729202
365,17,0.2,0.01,9756.262251789196,0.5922949683578576
366,17,0.2,0.1,8569.105754414972,0.752564814862083
367,17,0.2,0.2,8536.047663250436,0.845187714170007
368,17,0.2,0.5,8196.00536358984,0.9089699885424447
369,17,0.2,0.75,7943.05787765462,0.9069646568859324
370,17,0.2,1.0,7630.268063137178,0.8411027766325896
371,17,0.5,0.001,12148.7645824482,0.5223919199673486
372,17,0.5,0.01,9666.819083224946,0.5959617799038397
373,17,0.5,0.1,8654.532619340729,0.7367565803668079
374,17,0.5,0.2,8385.386510043732,0.8408997276250054
375,17,0.5,0.5,8178.133065203741,0.90720855383312
376,17,0.5,0.75,8079.549274522877,0.8955074878299938
377,17,0.5,1.0,7245.141587275436,0.9253588441540215
378,17,0.75,0.001,12447.009183891256,0.45308486082974603
379,17,0.75,0.01,9639.88311495778,0.5921514705700034
380,17,0.75,0.1,8488.901647352905,0.7416611648657742
381,17,0.75,0.2,8528.532545013117,0.8383650679798688
382,17,0.75,0.5,8166.377589750382,0.9116966047707725
383,17,0.75,0.75,8098.4917644385205,0.9045582112144023
384,17,0.75,1.0,7620.961543251634,0.8836414519478292
385,17,1.0,0.001,12085.849282373016,0.48071651292197853
386,17,1.0,0.01,9830.063775553383,0.5613852408002404
387,17,1.0,0.1,8659.300525918994,0.7343596227028792
388,17,1.0,0.2,8466.378132707581,0.8369980861158934
389,17,1.0,0.5,8190.210248401252,0.9110670279054082
390,17,1.0,0.75,7977.91512353303,0.8880713603075813
391,17,1.0,1.0,7237.632420985836,0.9279993709395913
392,18,0.001,0.001,12032.242521551565,0.5283924127055798
393,18,0.001,0.01,9687.045177300404,0.6468675966064136
394,18,0.001,0.1,8835.337661648315,0.7636993971135883
395,18,0.001,0.2,8405.011920734594,0.8423396885395049
396,18,0.001,0.5,8215.658383406892,0.9178723692893982
397,18,0.001,0.75,8015.968471433513,0.8956863058937921
398,18,0.001,1.0,7648.444329502124,0.8567531433370377
399,18,0.01,0.001,12306.787214270778,0.48266241517331854
400,18,0.01,0.01,9582.609213512602,0.5800256222900417
401,18,0.01,0.1,8852.862467654732,0.7759373058875402
402,18,0.01,0.2,8347.808081729523,0.8527630733119117
403,18,0.01,0.5,8279.400990867844,0.9136148313681285
404,18,0.01,0.75,7925.543311219259,0.9023304210768806
405,18,0.01,1.0,7248.166795122882,0.9326629257864423
406,18,0.1,0.001,12301.994736061362,0.4840799361557907
407,18,0.1,0.01,9606.086675358476,0.6084562214233705
408,18,0.1,0.1,8577.594574436394,0.7486104680432213
409,18,0.1,0.2,8381.906161010098,0.8562045698364575
410,18,0.1,0.5,8264.552445358144,0.9124083750777774
411,18,0.1,0.75,7536.881845241047,0.931972678502401
412,18,0.1,1.0,7226.863310951909,0.9308395286401114
413,18,0.2,0.001,12213.006539435362,0.5054339104849431
414,18,0.2,0.01,9702.350568381522,0.5819883135561312
415,18,0.2,0.1,8632.474418548201,0.7590567701392703
416,18,0.2,0.2,8447.366670180472,0.8449197560548782
417,18,0.2,0.5,8255.713822682312,0.9122305909792582
418,18,0.2,0.75,7555.606854514586,0.9286632415321137
419,18,0.2,1.0,7229.175057816553,0.9309534930520589
420,18,0.5,0.001,12284.479306902444,0.4893400896133648
421,18,0.5,0.01,9811.870102462102,0.6132343615922662
422,18,0.5,0.1,8699.699942653358,0.7672093512283432
423,18,0.5,0.2,8325.699222421987,0.8411218523979186
424,18,0.5,0.5,8215.660869050254,0.9118906670146517
425,18,0.5,0.75,7554.531641755099,0.9304064144690832
426,18,0.5,1.0,7241.5327518422855,0.9303503304719923
427,18,0.75,0.001,12323.025511246531,0.4792088491014308
428,18,0.75,0.01,9672.411351049543,0.6118792517317666
429,18,0.75,0.1,8876.782860603931,0.7582152221765783
430,18,0.75,0.2,8363.90203146881,0.8506303874982728
431,18,0.75,0.5,7838.432163207793,0.9199280404382281
432,18,0.75,0.75,7531.680723539599,0.9316034025616116
433,18,0.75,1.0,7244.329465323647,0.9311928053696951
434,18,1.0,0.001,12356.863280027412,0.49919170757445197
435,18,1.0,0.01,9803.046063434756,0.625257988067137
436,18,1.0,0.1,8518.928694599774,0.7325933182405102
437,18,1.0,0.2,8350.853798078126,0.82761570132441
438,18,1.0,0.5,7892.049224595865,0.9191776497496499
439,18,1.0,0.75,7510.690503720147,0.9321646776464251
440,18,1.0,1.0,7273.996978613211,0.9292672617567909
441,19,0.001,0.001,12306.503543232864,0.49685628665120984
442,19,0.001,0.01,9731.563425681106,0.5635370427852888
443,19,0.001,0.1,8894.970728237116,0.763847774894614
444,19,0.001,0.2,8386.96298869494,0.8534318770232953
445,19,0.001,0.5,8242.198423619535,0.9165624144830202
446,19,0.001,0.75,7533.961948261098,0.934698787174727
447,19,0.001,1.0,7227.8594435327495,0.9202502341646898
448,19,0.01,0.001,12211.474710029488,0.5254477721687995
449,19,0.01,0.01,9739.870779342393,0.5910026217761795
450,19,0.01,0.1,8717.058939814311,0.772851780370662
451,19,0.01,0.2,8441.687851764069,0.8590629499209554
452,19,0.01,0.5,8290.802379479614,0.9135019242763519
453,19,0.01,0.75,7995.78869469,0.904974416368886
454,19,0.01,1.0,7265.42150244933,0.9338859197340514
455,19,0.1,0.001,12140.773989373862,0.4831908372132794
456,19,0.1,0.01,9706.569041297047,0.5927374877427753
457,19,0.1,0.1,8829.29893308816,0.7826091309911326
458,19,0.1,0.2,8522.82462429292,0.8519478772815906
459,19,0.1,0.5,8306.520293306561,0.9159967911870858
460,19,0.1,0.75,7976.289833032513,0.9147129959181737
461,19,0.1,1.0,7234.105283491994,0.9323515788504951
462,19,0.2,0.001,12181.522289038241,0.5030593265142095
463,19,0.2,0.01,9659.20707557997,0.6227746044432646
464,19,0.2,0.1,8691.52087524437,0.7705954137601351
465,19,0.2,0.2,8626.292462975625,0.8545249292725012
466,19,0.2,0.5,8269.025424639018,0.919571726573141
467,19,0.2,0.75,7557.2817180113225,0.9371765936675824
468,19,0.2,1.0,7262.561087206966,0.931328943528627
469,19,0.5,0.001,12404.504030205908,0.49833892364250976
470,19,0.5,0.01,9868.743434843866,0.5847264023056546
471,19,0.5,0.1,8647.63469170675,0.7661322694075735
472,19,0.5,0.2,8445.69527769306,0.8614331813235032
473,19,0.5,0.5,8368.672665242488,0.9154740154743194
474,19,0.5,0.75,7527.933642179011,0.938714092656186
475,19,0.5,1.0,7250.4985929105105,0.9347946929304224
476,19,0.75,0.001,12484.452830218284,0.4973871189512704
477,19,0.75,0.01,9621.131575352394,0.5742977786147477
478,19,0.75,0.1,8791.429787436618,0.7714759117678591
